dsire_id,match_reason,scout_relevant,state,category,program_type,implementing_sector,name,administrator,technologies,incentive_amounts,summary,details,website_url,last_updated,created_ts
184,updated,True,IA,Financial Incentive,Property Tax Incentive,State,Property Tax Exemption for Renewable Energy Systems,Iowa Department of Natural Resources,,,"<p>&#10;&#9;In Iowa, the market value added to a property by a solar or wind energy system is exempt from the state's property tax for 5 full assessment years. Residential geothermal systems are exempt for 10 years. Eligible systems include:</p>&#10;<ul>&#10;&#9;<li>&#10;&#9;&#9;a system of equipment capable of collecting and converting incident solar radiation or wind energy into thermal, mechanical, or electrical energy and transforming these forms of energy by a separate apparatus to storage or to a point of use which is constructed or installed after January 1, 1978;</li>&#10;&#9;<li>&#10;&#9;&#9;a system that uses the basic design of the building to maximize solar heat gain during the cold season and to minimize solar heat gain in the hot season and that uses natural means to collect, store, and distribute solar energy which is constructed or installed after January 1, 1981; and</li>&#10;&#9;<li>&#10;&#9;&#9;a residential geothermal system, new or retrofitted, installed on or after July 1, 2012, including all equipment included in the installation or labor required for the construction, as well as the proportionate value of any well field associated with the system or attributed to the owner.</li>&#10;</ul>&#10;<p>&#10;&#9;The Iowa Department of Revenue (DOR) issued an opinion determining that the solar and wind exemption can be applied to systems whose &#34;primary purpose&#34; is to store or provide electricity for use at the site where the system is located. This clarifies that solar and wind systems which periodically export electricity to the grid (e.g., net-metered systems) are eligible to claim the exemption as long as they are used primarily to serve on-site electricity demand.</p>&#10;<p>&#10;&#9;For the geothermal tax exemption, the person claiming an exemption must submit the appropriate <a href=""https://revenue.iowa.gov/taxes/tax-guidance/tax-credits-deductions-exemption/tax-credits-and-exemptions"">forms</a> to the assessor and must file the forms no later than February 1<sup>st</sup> of the first assessment year that the exemption is requested.</p>","Incentive Amount: Solar and wind: 100% exemption for 5 years<br>
Geothermal: 100% exemption for 10 years; Maximum Incentive: Not specified; Eligible System Size: ; Equipment Requirements: ",,"November 4, 2025",01/01/2000
56,updated,True,IA,Financial Incentive,Sales Tax Incentive,State,Renewable Energy Equipment Exemption,Iowa Department of Revenue,,,"<p>&#10;&#9;Iowa allows a sales tax exemption for solar, wind, and hydroelectricity equipment. As of August 2024, the Iowa sales tax rate is 6%.</p>&#10;<p>&#10;&#9;<strong>Wind</strong></p>&#10;<p>&#10;&#9;For wind energy, the exemption includes the total cost of wind energy equipment and all materials used to manufacture, install, or construct wind energy systems. The exemption does not apply to equipment used to construct a plant to manufacture wind energy systems.</p>&#10;<p>&#10;&#9;<strong>Solar</strong></p>&#10;<p>&#10;&#9;Effective July 1, 2006, solar energy equipment is also exempt from the state sales tax. Solar equipment means any equipment that is used to convert incident solar radiation to energy, or equipment used to transform the converted energy to storage or to some point of use.</p><p>Additional guidance on the solar exemption has been provided in the Iowa Sales and Use Tax Guide: &#34;Iowa Code section 423.3(90) defines solar energy equipment as “equipment that is primarily used to collect and convert incident solar radiation into thermal, mechanical, or electrical energy or equipment that is primarily used to transform such converted solar energy to a storage point or to a point of use.” This includes but is not limited to panels, inverters, solar roof tiles or shingles, and energy transmission devices. It does not include a battery or other storage point, equipment used for safety or security of the equipment such as fencing, or equipment not used to collect, convert, or transmit solar energy. It also does not include materials used to manufacture, install, or construct solar energy equipment, such as racking to install or mount solar energy equipment or pads or foundations to support a solar energy equipment installation.&#34;</p>&#10;<p>&#10;&#9;<strong>Hydroelectricity </strong></p>&#10;<p>&#10;&#9;In May 2013 a sales tax exemption was also added for hydroelectricity conversion equipment through the enactment of <a href=""https://www.legis.iowa.gov/legislation/BillBook?ga=85&amp;ba=HF%20630"">H.F. 630</a>. This includes but is not limited to, generators, turbines, powerhouses, intakes, coffer dams, walls, water conduits, tailraces, other concrete components, electric equipment substations, poles, wires, transformers, breakers, and switches used to convert water, water power, or hydroelectricity to a form of usable energy.</p>",Incentive Amount: 100% of sales tax; Maximum Incentive: None; Equipment Requirements: ,https://tax.iowa.gov/iowa-sales-and-use-tax-guide,"January 12, 2026",01/01/2000
1227,updated,True,ID,Financial Incentive,Personal Tax Deduction,State,Income Tax Deduction for Energy Efficiency Upgrades,Idaho Tax Commission,,,"<p>&#10;&#9;Idaho residents with homes built or under construction before 2002, or who had a building permit issued before January 1, 2002, qualify for an income tax deduction for 100% of the cost of installing new insulation or other approved energy efficiency improvements in an existing residence. Any insulation added must be in addition to, not a replacement of, existing insulation. Other energy efficiency measures that may be deducted are windows that are more energy efficient than existing windows, storm windows, weather stripping and caulking, and duct sealing and insulation.  Efficiency measures must meet or exceed the criteria for the component in the version of Idaho's energy code in effect in the year the improvement was made. The home must be the primary residence and located within the State of Idaho to qualify for the deduction. </p>&#10;<p>&#10;&#9;Customers should claim the deduction on <a href=""http://tax.idaho.gov/search-formspublications.cfm?ch=ind&amp;t=tt&amp;y=9999"" target=""_blank"" title=""forms"">forms</a> <span>from the Idaho State Tax Commission; contact the Idaho State Tax Commission for the most recent form.</span></p>",Incentive Amount: 100% of cost; Maximum Incentive: ; Equipment Requirements: ,,"March 27, 2026",07/28/2005
1653,updated,True,ID,Financial Incentive,Rebate Program,Utility,Intermountain Gas Company (IGC) - Energy Efficiency Rebate Program,Customer Service,Boilers; Comprehensive Measures/Whole Building; Furnaces; Programmable Thermostats; Tankless Water Heater; Water Heaters,Incentive : 800.0000 $; Incentive : 350.0000 $; Incentive min: 300.0000 $; Incentive max: 325.0000 $; Incentive : 100.0000 $; Incentive : 115.0000 $; Incentive min: 700.0000 $; Incentive max: 900.0000 $,"<p>The Intermountain Gas Company's (IGC) Gas Heating Rebate Program offers customers a variety of rebates for energy efficiency measures, including a whole home rebate and rebates for various appliances. More information can be found on the program <a href=""https://www.intgas.com/energy-efficiency_program/residential-energy-efficiency/"">website</a>.</p>","Incentive Amount: Combination Boiler for Space and Water Heat: $800<br>
Furnace: $350<br>
Boiler: $800<br>
Storage Water Heater: $115<br>
Tankless Water Heater Tier I: $325<br>
Tankless Water Heater Tier II: $300<br>
Smart Thermostat: $100<br>
Whole Home Tier I: $900<br>
Whole Home Tier II: $700<br>; Maximum Incentive: ; Eligible System Size: ; Equipment Requirements: Combination Boiler for Space and Water Heat: 95% AFUE<br>
Furnace: 95% AFUE<br>
Boiler: 95% AFUE<br>
Storage Water Heater: .68 UEF<br>
Tankless Water Heater Tier I: .91 UEF<br>
Tankless Water Heater Tier II: .87 UEF<br>
Smart Thermostat: ENERGY STAR® Certified<br><br>
<b>Whole Home Tier I:</b> HERS rated/Air sealing at or below 3 ACH at 50 Pa/Ceiling insulation at or above R-49/Ducts and air handler located inside conditioned space or duct leakage to outside of less than 4 CFM25/100 ft2 CFA/Furnace efficiency at or above 97% AFUE<br><br />
<b>Whole Home Tier II:</b> HERS rated/Air sealing at or below 4 ACH at 50 Pa/Ducts and air handler located inside conditioned space or duct leakage to outside of less than 4 CFM25/100 ft2 CFA/Furnace efficiency at or above 95% AFUE<br>; Installation Requirements: ; Ownership of Renewable Energy Credits: ",https://www.intgas.com/energy-efficiency_program/residential-energy-efficiency/,"October 23, 2025",06/23/2006
22079,updated,True,ID,Financial Incentive,Rebate Program,Utility,Kootenai Electric Cooperative - Commercial Energy Efficiency Rebate Program,Kootenai Electric Cooperative,Custom/Others pending approval; Dual Fuel Air-Source Heat Pump; Ductless Mini-Split Heat Pump; Heat pumps; Lighting,Incentive max: 70.0000 % of cost; Incentive min: 150.0000 $/ton; Incentive max: 1000.0000 $/ton; Incentive min: 300.0000 $/ton; Incentive max: 1000.0000 $/ton; Incentive min: 50.0000 $; Incentive max: 150.0000 $; Incentive min: 0.2500 $/kWh; Incentive max: 0.3500 $/kWh,"<p>Kootenai Electric Cooperative offers a variety of rebates to its commercial customers for the installation of energy efficient improvements, including for lighting and heat pumps. Custom incentives are also available. See the program website for more information.</p>","Incentive Amount: Lighting: Varies, Rebate will not exceed 70% of installed cost<br />
Air Source Heat Pump Retrofit: $1,000/ton <br />
Air Source Heat Pump Upgrade: $150/ton <br />
Ductless Heat Pump Retrofit: $1,000/ton <br />
Ductless Heat Pump Upgrade: $300/ton<br />
Advanced Rooftop Unit Control: up to $200/ton<br>
Packaged Terminal Heat Pump: $150/unit (retrofit), $50/unit (new)<br>
Custom Incentives: $0.25/kWh-$0.35/kWh <br />; Maximum Incentive: Custom incentives will not exceed 70% of project cost.; Eligible System Size: ; Equipment Requirements: See program website.; Installation Requirements: ; Ownership of Renewable Energy Credits: ",https://www.directefficiency.com/kec-commercial-rebates/,"October 28, 2025",04/18/2019
2453,updated,True,ID,Financial Incentive,Rebate Program,Utility,Kootenai Electric Cooperative - Residential Efficiency Rebate Program,Kootenai Electric Cooperative,Attic Insulation; Clothes Washers; Comprehensive Measures/Whole Building; Doors; Ductless Mini-Split Heat Pump; Electric Clothes Dryer; Floor Insulation; Furnaces; Geothermal Heat Pumps; Heat Pump Water Heater; Level-2 Electric Vehicle Service Equipment; Programmable Thermostats; Wall Insulation; Windows,Incentive : 5.0000 $/square foot; Incentive : 5.0000 $/square foot; Incentive : 0.7500 $/square foot; Incentive : 0.7500 $/square foot; Incentive : 0.7500 $/square foot; Incentive : 25.0000 $/Unit; Incentive : 25.0000 $/Unit; Incentive : 350.0000 $; Incentive : 500.0000 $; Incentive : 1150.0000 $; Incentive min: 1000.0000 $; Incentive max: 1200.0000 $; Incentive : 300.0000 $; Incentive : 900.0000 $; Incentive : 100.0000 $,"<div>&#10;&#9;Kootenai Electric Cooperative offers incentives for residential customers to increase the energy efficiency of participating homes. Rebates are available for the purchase of ENERGY Star qualified clothes washers, certified homes, as well as water heaters, air-source and geothermal heat pumps, and windows. Qualified homes must have a heat pump installed according to ENERGY Star specifications. <br/>&#10;&#9;<br/>&#10;&#9;For more information, visit the website listed above or contact Kootenai directly.</div>","Incentive Amount: Windows: $5 per sq. ft.<br />
Patio Doors: $5 per sq. ft.<br />
Exterior Door: $32<br />
Attic Insulation: $0.75 per sq. ft.<br />
Floor Insulation: $0.75 per sq. ft.<br />
Wall Insulation: $0.75 per sq. ft.<br />
Clothes Washer: $25 per unit<br />
Electric Clothes Dryer: $25 per unit<br />
Level 2 Electric Vehicle Chargers: $350<br />
Heat Pump Water Heater: $500<br />
New Manufactured Home: $1,150<br />
Air Source Heat Pump Furnace: $1,000 - $1,200<br />
Air Source Heat Pump: $300<br />
Ground Source Heat Pump: $3,000<br />
Ductless Heat Pump: $900<br />
Programmable Thermostat: $100<br />; Maximum Incentive: ; Eligible System Size: ; Equipment Requirements: ; Installation Requirements: ; Ownership of Renewable Energy Credits: ",https://www.directefficiency.com/kec-residential-rebates/,"October 14, 2025",03/19/2007
4198,updated,True,ID,Financial Incentive,Rebate Program,Utility,Northern Lights Inc. - Energy Conservation Rebate Program,,Clothes Washers; Comprehensive Measures/Whole Building; Ductless Mini-Split Heat Pump; Electric Clothes Dryer; Programmable Thermostats,Incentive : 30.0000 $; Incentive : 60.0000 $; Incentive : 1000.0000 $; Incentive : 920.0000 $; Incentive : 140.0000 $,"<p><span>Northern Lights Inc. offers a variety of rebates for the purchase and installation of energy efficient appliances and measures. A list of eligible equipment and rebate amounts can be found on the program <a href=""https://www.nli.coop/save/rebates/"">website</a>. Equipment and manufactured homes must meet all program efficiency standards to receive rebates. All members who receive electric service from Northern Lights qualify for incentives.  Interested customers should contact Northern Lights for more general information on the rebate process.</span><br/></p><p></p>","Incentive Amount: Clothes Washer: $30<br />
Clothes Dryer: $60<br/>
NEEM Manufactured Home (electric heat): $1,000<br />
Ductless Heat Pumps: $920 <br />
Air Source/Geothermal Heat Pumps: Contact Northern Lights<br />
Smart Thermostat: $140<br />; Maximum Incentive: ; Eligible System Size: ; Equipment Requirements: Clothes Washer: Energy Star<br />
Clothes Dryer: Energy Star<br/>
NEEM Manufactured Home (electric heat): See Program Website<br />
Ductless Heat Pumps zonal:  See Program Website<br />
Ductless Heat Pumps electric forced air:  See Program Website<br />
Air Source/Geothermal Heat Pumps:  See Program Website<br />; Installation Requirements: ; Ownership of Renewable Energy Credits: ",http://www.nli.coop/rebates/,"October 23, 2025",06/08/2010
2786,updated,True,ID,Financial Incentive,Property Tax Incentive,State,"Property Tax Exemption for Wind, Solar, and Geothermal Energy Producers",Idaho State Tax Commission,,,"<p>&#10;&#9;In 2007, Idaho enacted a bill that restructured the method of taxation for producers of wind energy from a property tax to a tax on production. The aim of this restructuring was to ease the burden on commercial wind farms in the early years of operation. In 2008, Idaho enacted further legislation to include geothermal energy producers under this method of taxation, and solar energy producers were included under legislation (<a href=""https://legislature.idaho.gov/wp-content/uploads/sessioninfo/2016/legislation/H0534.pdf"">H.B. 534</a>) enacted in 2016. </p><p>Under these policies, commercial wind, solar, and geothermal energy producers, excluding those regulated by the Idaho Public Utilities Commission, are exempt from paying taxes on real estate, fixtures or property related to their renewable energy systems. In lieu of property taxes, however, wind and geothermal energy producers must instead pay a tax of three percent (3%) of gross energy earnings. Solar energy producers must pay a tax of three and a half percent (3.5%) of gross energy earnings.</p>","Incentive Amount: 100% of property taxes, replaced with 3% tax on production for wind and geothermal or 3.5% for solar energy; Maximum Incentive: ; Eligible System Size: ; Equipment Requirements: ",,"October 8, 2025",03/30/2007
137,updated,True,ID,Financial Incentive,Personal Tax Deduction,State,Residential Alternative Energy Tax Deduction,Idaho Tax Commission,,,"<p>&#10;&#9;This statute allows taxpayers an income tax deduction of 40% of the cost of a solar, wind, geothermal, and certain biomass energy devices used for heating or electricity generation. Taxpayers can apply this 40% deduction in the year in which the system is installed and can also deduct 20% of the cost each year for three years thereafter. The maximum deduction in any one year is $5,000. The total maximum deduction is $20,000.<br/>&#10;&#9;<br/>&#10;&#9;Eligible biomass energy devices include a pellet stove or EPA-certified wood stove if:</p>&#10;<ul>&#10;&#9;<li>&#10;&#9;&#9;it is in the taxpayer's residence,</li>&#10;&#9;<li>&#10;&#9;&#9;it replaces an old wood stove that does not meet EPA requirements,</li>&#10;&#9;<li>&#10;&#9;&#9;the purchase and replacement occurs within the same year, and</li>&#10;&#9;<li>&#10;&#9;&#9;the old wood stove is dropped off at a Department of Environmental Quality (DEQ)-approved site within 30 days.<br/>&#10;&#9;&#9;(Also applies to new natural gas or propane heating units that meet these criteria.)</li>&#10;</ul>&#10;<p><span>The deduction for full year residents is calculated on the Idaho Supplemental Schedule </span><span>39</span><span>R</span><span>,</span><span> section B, with the result transferred to Idaho Form 40. For part year and non-residents of Idaho, the deduction is calculated on Idaho Form </span><span>39N</span><span>R</span><span>, section B, with the results transferred to Idaho Form 43. </span><span>Forms, instructions, and publications for the current and previous years can be found </span><a class=""summarylink"" href=""http://tax.idaho.gov/m-formpub.cfm"" target=""_blank"" title=""tax forms"">here</a><span>. </span><br/></p>&#10;<p>&#10;&#9; </p>","Incentive Amount: 40% in the first year; 20% per year for next three years; Maximum Incentive: $5,000 per year; $20,000 total deduction; Equipment Requirements: ",,"March 27, 2026",01/01/2000
22233,updated,True,IL,Financial Incentive,Rebate Program,Utility,ComEd - Distributed Generation and Storage Rebates,Commonwealth Edison,,,"<p>As required by Illinois law, Commonwealth Edison offers rebates for distributed generation installation. Rebates are available as follows:</p><ul><li>For systems not owned by Residential or Under 100 kW Demand Class, or for Community Solar systems, the available rebate is $250 per kW </li><li>For these customers, an additional rebate of $250 per kW is available for installation of energy storage systems</li><li>For systems owned by Residential or Under 100 kW Demand Class customers, the available rebate is $300 per kW</li><li>For these customers, an additional rebate of $300 per kW is available for installation of energy storage systems</li></ul><p><a href=""https://www.ilga.gov/Documents/Legislation/PublicActs/104/PDF/104-0458.pdf"">Public Act 104-458 (2026)</a> modifies the requirements to apply to stand-alone energy storage (previously, only storage associated with solar was eligible). The law added further requirements to existing language delineating that electric utilities with over 300,000 customers must provide additional compensation for distribution grid services. Upon proof of participation in the frequency regulation market, the customer will be entitled to a rebate equal to the cost of the interconnection facilities paid to ComEd, plus the cost of software, telecommunications hardware, and telemetry paid to enable participation. The utility must file tariffs in accordance with these requirements within 120 days of the law's effective date. </p>Receipt of a distributed generation rebate requires customers to receive a lower credit rate for net-metered electricity; the credit rate is the same as that received by community solar subscribers, including the energy supply, capacity, and transmission values but not delivery service charges. Receipt of a rebate for energy storage installation (but not the distributed generation installation) does not require net metering customers to move to the lower credit rate.","Incentive Amount: Commercial and community solar: $250 per kW for generation and $250/kWh for battery associated with eligible DG facility <br>
Residential and small commercial:  $300 per kW for generation and $300/kWh for battery associated with eligible DG facility; Maximum Incentive: ; Eligible System Size: Below 5 MW; Equipment Requirements: ; Installation Requirements: ; Ownership of Renewable Energy Credits: ",https://www.comed.com/smart-energy/my-green-power-connection/solar-energy/solar-rebates,"March 26, 2026",06/18/2021
22174,updated,True,IL,Financial Incentive,Other Incentive,State,Electric Vehicle Fleet Fee Exemption,,,,<p>The State of Illinois charges a $20 per vehicle fee on fleets of 10 or more vehicles. Electric vehicles are exempt from this fee.</p>,,https://www.ilga.gov/legislation/ilcs/fulltext.asp?DocName=041501200K35,"November 4, 2025",06/03/2021
4493,updated,True,IL,Financial Incentive,Rebate Program,Utility,Jo-Carroll Energy - Energy Efficiency Rebate Program (Electric),"Jo-Carroll Energy Cooperative, Inc.",Agricultural Equipment; Air conditioners; Clothes Washers; Comprehensive Measures/Whole Building; Compressed air; Dehumidifiers; Dishwasher; Dual Fuel Air-Source Heat Pump; Electric Clothes Dryer; Furnaces; Geothermal Heat Pumps; Heat Pump Water Heater; LED Lighting; Lighting Controls/Sensors; Programmable Thermostats; Water Heaters,Incentive min: 50.0000 $/Unit; Incentive max: 500.0000 $/Unit; Incentive : 25.0000 $; Incentive : 5.0000 $; Incentive max: 500.0000 $; Incentive min: 150.0000 $; Incentive max: 300.0000 $; Incentive : 300.0000 $; Incentive : 500.0000 $; Incentive : 175.0000 $/ton; Incentive : 35.0000 $; Incentive : 25.0000 $; Incentive min: 400.0000 $/ton; Incentive max: 600.0000 $/ton,"<p>JCE Co-op offers an array of incentives for both residential and commercial members to encourage energy-efficient upgrades. Electric incentive categories include: appliance &amp; lighting upgrades, water heaters, new-home programs, and HVAC systems (air-source heat pumps, geothermal ground-source systems, etc.). Commercial/industrial and agricultural accounts also qualify under specific electric-ag incentive offerings. The total rebate cap is $20,000 per account per year, and rebates must be submitted within three months of purchase or installation.</p><p>To participate, members should select qualified equipment, keep purchase/installation documentation, and submit the rebate application within the required timeframe. For more info or to take advantage of these programs, contact JCE Co-op at 800-858-5522.</p>","Incentive Amount: <b>Electric Ag - Commercial & Industrial</b><br />
Electric forklift battery charger: $200<br />
Dairy plate cooler / well water pre-cooler: $500<br />
Low / zero energy livestock waterer: $50<br />
Exhaust fan: $1 per inch<br />
Circulation fan: $1 per inch<br />
Scroll refrigerator compressor: $30 per hp<br />
Variable frequency drive (VFD): $30 per hp<br />
<b>Electric appliances & lighting</b><br />
All-in-one washer/dryer combo: $25<br />
Electric clothes dryer: $25<br />
Clothes washer: $25<br />
Dehumidifier: $25<br />
Dishwasher: $25<br />
Refrigerator/Freezer: $25<br />
Window air conditioner: $25<br />
Occupancy Sensor: $5<br />
LED Lamp & Fixture: total lumens / (800 lumens x $0.50)<br />
LED Exit Sign: $5<br />
<b>Electric Compressed Air Audit</b><br />
Up to $500<br />
<b>Electric Water Heaters</b><br />
Residential high efficiency electric water heater: $150<br />
Residential high efficiency electric water heater: $300<br />
Commercial electric water heater: $150<br />
Commercial electric water heater: $300<br />
Heat pump water heater: $300<br />
<b>ElectricSense new home program</b><br />
$500<br />
<b>Electric Residential HVAC</b><br />
Air-source heat pump & mini-split: $175/ton<br />
New furnace w/ECM blower motor: $35<br />
Smart Thermostat: $25<br />
<b>Commercial electric HVAC</b><br />
Commercial air-source heat pump & PTHPs: $175/ton<br />
Residential & Commercial electric HVAC - geothermal ground source system: $400 - $600/ton<br />; Maximum Incentive: Incentives cap at $20,000 per member account per year<br>; Eligible System Size: ; Equipment Requirements: ; Installation Requirements: ; Ownership of Renewable Energy Credits: ",https://jcecoop.com/incentives,"October 20, 2025",12/13/2010
3507,updated,True,IL,Financial Incentive,Rebate Program,Utility,MidAmerican Energy - Residential Energy Efficiency Rebate Programs,MidAmerican Energy Company,Air conditioners; Clothes Washers; Dual Fuel Air-Source Heat Pump; Ductless Mini-Split Heat Pump; Electric Clothes Dryer; Furnaces; Geothermal Heat Pumps; Heat Pump Water Heater; Programmable Thermostats; Refrigerators/Freezers,Incentive min: 225.0000 $/Unit; Incentive max: 600.0000 $/Unit; Incentive min: 150.0000 $/Unit; Incentive min: 300.0000 $/Unit; Incentive : 90.0000 $/ton; Incentive min: 300.0000 $/Unit; Incentive max: 450.0000 $/Unit; Incentive min: 900.0000 $/Unit; Incentive max: 1200.0000 $/Unit; Incentive : 225.0000 $/Unit; Incentive : 1.8000 $/MBTUh; Incentive : 45.0000 $/Unit; Incentive : 35.0000 $/Unit; Incentive min: 25.0000 $/Unit; Incentive max: 50.0000 $/Unit; Incentive max: 100.0000 $/Unit,"<p>MidAmerican Energy offers instant discounts and rebates to qualifying residential customers in Illinois to help encourage investments in energy-efficient home equipment. The instant discounts are automatically applied at purchase when you buy eligible equipment (such as heat pumps, central air conditioners, geothermal systems, heat pump water heaters, or natural gas furnaces) from participating dealers and installers. The rebates are available after installation for ENERGY STAR® certified appliances and systems such as air purifiers, washers/dryers, refrigerators, smart thermostats, and more.</p><p><br/></p><p>To be eligible, equipment must be purchased, installed, and operational within the 2025 calendar year, and rebate applications must be submitted within 90 days of purchase (or by December 31, 2025). Discounts and rebates cannot be combined with other incentive programs, and payments are limited to a portion of the equipment’s cost (excluding labor). The program also provides links to qualification details by state, and a provider search tool for locating participating contractors.</p><p><br/></p><p>If you want to learn more or apply, you can email energyexpert@midamerican.com <span>or call 877-932-0616. For general inquiries, the main contact number is 888-427-5632.</span></p>","Incentive Amount: <b>Discounts</b><br />
Air-source heat pumps: $225 - $375/unit<br />
Cold climate air-source heat pumps: $450 - $600/unit<br />
Central air conditioner: $150 - $300/unit<br />
Central air conditioner: $90/ton<br />
Ductless split heat pumps: $300/unit<br />
Cold climate ductless split heat pumps: $450/unit<br />
Geothermal heat pumps: $900 - $1,200/unit<br />
Desuperheater: $112.50/unit<br />
Heat Pump Water Heaters: $225/unit<br />
Natural gas furnaces: $1.80/MBtuh<br />
<b>Rebates</b><br />
Air purifiers: $20/unit<br />
Clothes Washers: $45/unit<br />
Electric clothes dryers: $35/unit<br />
Freezers: $25/unit<br />
Heat pump water heaters: $225/unit<br />
Refrigerators: $50/unit<br />
Smart thermostats: Up to $100/unit<br />; Maximum Incentive: ; Eligible System Size: ; Equipment Requirements: See program website.; Installation Requirements: ; Ownership of Renewable Energy Credits: ",https://www.midamericanenergy.com/il-ee-rebates,"October 15, 2025",07/14/2009
3567,updated,True,IL,Financial Incentive,Bond Program,State,Renewable Energy and Energy Efficiency Project Financing,Illinois Finance Authority,,,"<p>&#10;&#9;The Illinois Finance Authority (IFA) is a state conduit issuer of tax-exempt bonds and credit enhancement for projects in Illinois. IFA funding is available to commercial and non-profit entities as long as those entities meet strict eligibility criteria. In 2012, the legislature also added schools and community colleges to the list of eligible entities for energy conservation funding. Entities seeking funding must demonstrate that their projects provide a significant public benefit for the citizens of Illinois. In 2009, the IFA was authorized by legislation (S.B. 1906 and S.B. 390) to provide funding via issuance of tax-exempt bonds for renewable energy projects and energy efficiency projects.<br/>&#10;&#9;<br/>&#10;&#9;For the purposes of this program, renewable energy projects include those that utilize wind, solar thermal energy, photovoltaic cells and panels, biodiesel, crops and organic waste biomass, trees and tree trimmings, hydropower, Illinois-produced landfill gas, geothermal, and &#34;other alternative sources of environmentally preferable energy.&#34; Transmission lines and associated equipment used to transfer electricity created by renewable energy and renewable energy storage technologies are also eligible.</p><p>The Climate and Equitable Jobs Act of 2021 created the Illinois Climate Bank within the IFA. The Climate Bank operates several funding programs (e.g. <a href=""https://programs.dsireusa.org/system/program/detail/22747/energy-efficiency-revolving-loan-fund"">https://programs.dsireusa.org/system/program/detail/22747/energy-efficiency-revolving-loan-fund</a>). </p>",Incentive Amount: Varies by project; Maximum Incentive: ; Terms: ,,"January 14, 2026",07/31/2009
